symbol,date,open,high,low,close,volume
ppg,2017-09-11,104.48,106.11,103.94,105.9,1038935
m,2014-12-12,61.77,63.15,61.5,62.36,5831258
apc,2015-04-14,89.65,90.91,89.21,90.83,4113429
atvi,2014-01-30,17.04,17.36,16.93,17.26,5021519
ipg,2014-11-13,19.5,19.65,19.33,19.41,2398258
fmc,2014-08-25,65.75,65.832,65.37,65.53,852587
brk.b,2016-04-29,145.4,146.22,144.52,145.48,3895593
ci,2016-01-04,144.71,146.87,144.09,146.55,1461652
dal,2017-02-08,48.26,48.3,47.7338,48.1,5342581
pwr,2014-01-13,31.76,31.78,30.995,31.15,1380130
duk,2014-05-01,74.6,74.78,73.7201,74.58,2267572
cnc,2016-12-07,56.69,57.01,55.25,56.73,4578159
amt,2017-08-15,139.66,140.16,138.921,139.69,1386099
pbct,2016-03-21,15.82,16.13,15.82,16.13,2869395
zion,2015-11-10,30.43,30.79,30.2,30.78,2040645
vz,2015-08-20,47.05,47.39,46.88,46.88,13785851
mlm,2016-06-23,185.73,187.955,184.92,187.95,724045
axp,2014-08-08,86.09,87.51,85.91,87.47,4206909
adbe,2016-06-16,96.5,97.3,95.5436,97.19,1952549
zbh,2015-05-07,110.38,111.33,110.07,111.04,1668309
ph,2014-01-30,114.58,115.04,114.18,114.55,1321233
fox,2017-11-16,27.56,28.74,27.56,28.6,3400750
nwl,2016-12-19,46.16,46.39,45.485,45.7,3589163
jwn,2014-02-06,57.36,59.03,57.31,58.7,1918792
cms,2014-02-14,28.16,28.54,28.07,28.53,1599397
bxp,2014-07-15,120.39,120.72,119.65,120.45,415030
dis,2014-08-06,86.18,87.62,86.17,86.59,9793689
dis,2014-11-14,90.68,90.85,90.38,90.8,4281140
amgn,2014-11-24,163.0,165.676,162.945,164.18,2193251
mu,2015-08-04,19.17,19.19,18.6,19.01,19934519
t,2015-01-20,33.87,33.96,33.55,33.95,20257864
cag,2017-09-12,34.69,34.99,34.525,34.82,2476065
swks,2017-06-01,106.79,107.68,106.25,107.68,1649429
flr,2016-06-13,51.8,52.11,50.855,50.91,1189674
cbs,2017-12-05,60.16,60.29,58.08,58.1,4501128
cme,2015-04-02,94.68,94.86,92.88,92.91,2052271
dgx,2016-12-15,90.7,92.08,90.49,91.98,991928
ulta,2016-09-19,233.78,236.24,233.0701,234.55,690963
eqr,2016-11-30,60.04,60.7,59.64,60.01,3672355
iqv,2015-08-05,77.85,77.95,77.12,77.32,1147919
aee,2014-04-15,40.92,41.755,40.92,41.75,2542425
emr,2017-10-25,66.74,66.95,65.8741,66.545,2217680
chtr,2016-02-24,172.83,175.81,169.69,175.79,2369874
ilmn,2017-08-14,195.01,195.93,193.66,194.8,658486
hsy,2016-09-19,95.89,96.21,95.26,95.45,1282636
el,2017-11-14,125.75,126.31,125.26,126.02,1431798
fdx,2015-07-02,170.2,171.35,169.95,171.13,1181990
cah,2015-06-09,88.6,88.99,87.505,87.66,2223311
amd,2016-05-17,3.8,3.98,3.69,3.79,20066139
nfx,2016-12-15,45.06,45.31,44.58,45.12,3481211
vmc,2016-08-17,117.87,117.87,114.54,117.61,1349126
alk,2015-04-15,63.2,63.7,62.01,62.02,1332112
swks,2017-11-10,110.69,111.48,109.95,110.41,1921682
xec,2014-03-06,112.88,113.715,111.79,112.09,1053449
ipg,2016-09-26,21.98,22.1,21.89,21.94,3984244
abt,2014-07-30,42.96,43.09,42.66,42.86,3563971
wat,2015-04-20,124.94,125.21,123.98,124.02,316141
re,2016-06-30,174.41,182.69,174.12,182.67,731936
kmi,2016-02-24,16.96,17.77,16.72,17.71,20362937
wyn,2014-02-06,69.94,72.49,69.94,72.38,1725963
stz,2015-09-29,125.79,126.48,122.351,123.5,1479739
fl,2016-07-25,59.24,59.51,58.93,59.23,1518159
arnc,2017-06-01,27.46,28.06,27.29,27.97,5645957
pfg,2014-09-24,53.55,54.3,53.45,54.29,801148
spgi,2017-04-03,130.48,131.72,128.66,129.35,1628138
blk,2016-01-06,327.28,331.9014,327.0,330.16,1138503
anss,2015-01-27,84.21,84.29,82.75,83.3,293448
alk,2017-01-25,93.55,94.17,93.07,93.38,700995
nsc,2014-05-27,99.84,100.0,99.58,99.81,1055165
sjm,2017-07-20,116.99,119.4,116.97,118.25,1622792
alb,2014-05-29,68.63,69.39,68.2,69.33,407393
nbl,2017-09-14,26.13,26.575,25.92,25.98,8439799
mlm,2015-04-20,140.56,140.99,139.39,139.97,662344
aes,2017-02-23,11.69,11.78,11.63,11.75,5074921
chk,2016-02-26,2.89,2.89,2.65,2.7,30763400
cost,2017-11-27,172.25,173.06,171.12,172.61,2346837
wmb,2015-02-19,49.21,50.69,48.43,49.41,13620587
swk,2014-06-03,87.08,87.2,86.48,86.63,555629
px,2016-04-29,113.67,118.35,112.14,117.46,1962633
cnc,2017-11-15,92.8,93.02,90.065,92.15,1276431
hcn,2015-07-16,67.7,68.0,67.07,67.53,2799244
abc,2016-04-26,91.73,92.0,91.13,91.28,1126704
rok,2017-12-14,192.57,193.81,189.35,189.45,629618
rhi,2017-08-14,43.82,44.2763,43.51,43.98,567964
dhr,2017-07-13,83.26,84.53,83.16,84.26,4126026
eqix,2017-07-12,433.25,439.94,430.97,437.11,437984
mo,2014-03-12,36.23,36.25,35.98,36.14,7222094
antm,2015-05-06,154.97,159.85,154.03,159.85,6746597
algn,2014-05-27,54.72,54.99,53.55,53.69,956032
hsy,2014-08-22,91.81,91.99,91.46,91.99,1069474
sjm,2015-11-19,118.07,123.98,116.42,121.28,3654432
bdx,2015-03-17,141.99,142.38,140.76,141.55,1849943
ayi,2016-12-12,247.84,248.92,245.0,248.32,512742
dfs,2016-11-28,68.15,68.49,67.63,67.75,2143808
dgx,2014-12-23,67.65,68.24,66.79,68.1,1504507
bk,2016-12-30,47.43,47.615,47.23,47.38,3604717
foxa,2015-10-15,28.79,29.3,28.46,29.26,11379931
andv,2015-07-09,92.68,94.07,91.69,93.41,3402289
pxd,2015-05-01,172.99,174.4,169.77,171.56,1345878
mkc,2016-07-20,105.34,105.34,104.0,104.03,506287
myl,2017-08-16,31.28,31.33,30.14,30.47,8994741
twx,2014-02-25,64.9,65.25,64.53,64.78,3880564
navi,2017-06-12,15.23,15.67,15.21,15.48,3164130
pcg,2017-04-03,66.33,66.6,65.795,66.54,1839092
aee,2015-04-10,41.88,42.29,41.69,42.12,954157
msi,2016-12-08,83.32,83.57,82.65,83.3,757530
rht,2015-06-19,79.4,81.49,78.5501,79.3,4648259
avb,2014-08-08,149.57,149.84,148.46,149.8,508130
cinf,2016-01-22,54.67,55.115,54.34,54.98,548029
k,2014-12-03,66.41,66.62,66.04,66.38,1774781
eog,2014-12-17,87.61,92.21,86.11,91.14,10269454
alle,2014-06-03,51.3,52.74,51.3,52.41,451861
cma,2015-07-16,50.5,50.76,50.18,50.47,2256314
regn,2014-01-22,296.66,298.73,292.0,295.38,591059
ebay,2016-10-06,32.12,32.21,31.86,32.13,5676706
apa,2016-07-08,55.7,55.99,54.68,55.17,2592281
mgm,2016-01-29,19.47,20.17,19.44,20.08,8811566
glw,2017-02-16,27.4,27.88,27.38,27.71,9934879
ads,2017-04-13,238.62,238.98,234.78,234.91,484533
wfc,2015-06-22,57.58,58.04,57.53,57.91,15111198
tap,2016-11-02,104.88,105.19,103.55,103.65,2462004
amzn,2014-10-20,302.95,306.53,302.02,306.21,3239490
hes,2017-03-02,51.25,52.2,51.23,51.76,3664109
mat,2015-03-20,23.9,24.04,23.675,24.0,11444295
wmt,2014-04-14,76.94,77.55,76.79,77.38,5375940
ea,2014-04-09,28.69,28.89,27.26,28.16,6942150
csx,2015-03-18,34.5,35.19,34.3,35.06,5892293
kmi,2015-11-12,24.15,24.15,23.39,23.46,26245111
snps,2017-09-07,80.12,80.55,79.78,79.79,844713
jpm,2017-02-07,87.14,87.4,86.48,86.72,9392832
ame,2015-04-27,52.44,52.66,52.16,52.25,930250
stx,2015-04-27,58.35,58.49,57.7,57.915,2214774
chd,2016-06-03,49.6,49.79,49.27,49.44,1313336
dis,2015-02-03,92.43,94.11,92.19,94.1,12329105
amg,2016-11-14,146.24,149.125,142.645,143.44,783943
cof,2016-02-12,61.21,62.84,60.62,62.54,5527960
mhk,2014-04-03,138.49,138.49,135.41,136.07,837742
orcl,2016-06-30,40.48,41.155,40.47,40.94,20100918
mmc,2017-08-14,77.42,77.9,77.42,77.77,856587
pep,2016-10-28,106.9,107.53,106.52,107.07,3378934
wat,2016-06-21,136.68,137.26,135.75,136.1,269277
alle,2015-10-01,57.95,58.585,57.07,58.56,704807
nwsa,2016-03-01,10.9,10.94,10.69,10.77,4231932
gpn,2016-08-08,74.6,75.18,73.74,73.94,980316
mpc,2014-05-30,44.755,45.0,44.375,44.695,4271620
ads,2017-06-13,245.5,249.07,245.5,246.29,628664
grmn,2017-06-20,51.61,51.9,50.97,51.36,817005
mat,2014-08-22,35.41,35.5,34.96,34.99,2479066
rht,2017-04-21,87.37,87.68,86.94,87.02,941721
trow,2016-11-04,63.67,64.3,63.42,63.7,1645547
ntrs,2017-11-27,94.19,95.16,93.88,94.11,728178
xom,2017-10-23,83.15,83.76,83.0401,83.24,9829896
apd,2014-10-16,125.23,129.21,124.5559,127.71,3022829
amg,2017-07-24,178.0,180.17,178.0,179.05,242234
key,2016-01-28,11.13,11.25,10.955,11.08,13991205
dlr,2017-01-23,105.7,106.39,105.52,106.05,990314
fis,2014-06-12,54.2,54.2,53.42,53.66,685522
ppg,2014-07-25,105.0,105.25,104.265,104.435,629478
mro,2016-12-14,18.59,18.95,18.16,18.2,21318969
rmd,2014-05-02,49.73,50.01,49.43,49.89,816527
luk,2016-11-02,18.5,18.5,18.31,18.32,1365418
ibm,2017-05-16,151.66,153.99,151.66,153.68,5513690
fisv,2016-05-02,97.6,99.27,97.6,99.1,795645
ess,2015-08-28,220.01,220.91,215.58,220.66,303796
apd,2015-11-02,138.87,139.99,138.27,138.56,1256515
slb,2014-08-06,106.44,108.9,106.3,107.57,5352929
exr,2016-10-25,74.95,75.48,74.525,75.28,544400
aee,2015-02-03,45.34,45.66,45.2,45.43,2234554
pkg,2015-09-24,61.91,62.01,60.06,61.0,795515
ipg,2017-03-24,24.28,24.375,24.02,24.16,2889940
dps,2015-05-12,75.96,75.98,75.3,75.76,802047
swk,2016-04-28,112.27,113.49,111.81,112.41,1188860
bby,2016-02-22,30.04,31.2,30.035,30.73,5461197
slg,2014-08-13,108.12,110.18,108.12,110.07,804186
ipg,2015-03-10,21.71,21.77,21.56,21.68,2856733
mlm,2017-10-24,214.06,217.98,213.03,216.59,527933
cah,2017-12-14,61.295,62.09,60.34,60.35,3249055
exc,2014-05-02,35.98,36.29,35.36,35.84,10117056
usb,2014-11-12,43.86,44.0,43.69,43.94,4970589
bll,2014-09-24,31.885,32.125,31.814,31.985,1219014
nflx,2014-11-20,51.8699,53.3228,51.5714,52.5914,15425431
len,2017-01-05,42.9216,43.5882,42.8931,43.549,1975451
gpn,2014-11-13,42.12,42.17,41.84,42.04,1296242
adm,2014-06-12,44.54,44.65,43.41,43.47,3651348
cof,2017-05-24,80.35,80.35,79.75,79.92,1583976
xl,2017-04-18,40.45,40.66,40.28,40.38,1195148
rmd,2015-01-26,65.17,67.32,65.05,67.17,2723768
ajg,2017-10-12,61.77,62.135,61.75,62.04,470295
aes,2015-03-27,12.48,12.63,12.39,12.48,3532781
bmy,2017-01-25,49.34,49.57,48.8,49.55,15978452
vrsn,2015-05-19,64.61,64.84,64.1401,64.31,548668
abt,2015-02-27,47.48,47.88,47.37,47.37,5805846
tsco,2015-06-12,89.33,90.49,89.33,90.19,780141
hsic,2016-08-05,82.265,83.59,81.79,83.48,3188374
iff,2014-04-09,93.2,94.47,92.9,94.33,409325
hst,2015-02-10,23.05,23.19,22.85,23.14,6250967
eqr,2014-01-22,54.44,54.86,53.95,53.98,2342843
dte,2015-08-04,80.07,80.33,78.97,79.09,1022366
uri,2014-02-18,83.99,85.6,83.99,85.11,1449930
rost,2015-01-15,46.005,46.91,45.53,45.57,3435000
ice,2016-09-16,56.14,56.412,55.84,56.3,3187130
cop,2014-04-29,74.99,75.34,74.67,74.68,5293717
bsx,2015-01-29,14.57,14.915,14.53,14.85,10214116
pxd,2016-04-22,151.74,155.44,151.29,153.15,2247849
ess,2017-05-02,248.08,249.9,247.05,248.55,337485
ads,2017-12-13,237.5,238.31,233.29,234.0,589058
fis,2017-09-06,92.39,92.61,91.86,92.47,966534
hig,2016-10-11,43.56,43.82,42.945,43.19,2644750
sbux,2015-04-15,48.81,48.81,48.13,48.14,5162169
dov,2014-11-05,80.32,81.43,79.15,81.25,3722545
abbv,2015-11-05,63.7,64.18,61.69,62.77,10237219
txn,2015-05-14,55.12,55.86,55.0,55.605,4109316
aet,2015-07-21,111.5,112.56,109.11,111.55,3933687
wrk,2017-10-27,60.56,60.86,58.63,60.83,2023945
hrs,2014-04-15,69.69,70.57,69.02,70.47,566047
pgr,2014-07-08,25.07,25.2,25.015,25.17,3764771
hog,2015-02-24,62.39,62.47,61.87,62.28,2278395
pcg,2017-07-11,65.2,65.37,64.84,65.05,1707079
unh,2015-12-15,116.87,118.5,116.66,117.61,3124083
ajg,2014-12-15,47.16,47.57,46.42,46.57,589998
dgx,2017-05-19,105.86,106.17,105.28,105.89,823295
ffiv,2017-03-30,141.72,142.9,141.556,142.48,507910
hal,2015-03-24,42.56,42.89,42.28,42.53,8374534
pcg,2016-08-29,62.14,62.71,62.14,62.36,3541238
wfc,2016-12-19,55.18,55.47,54.65,55.22,16801429
rcl,2016-11-01,77.11,77.78,74.62,76.22,3859222
bbt,2014-11-03,37.94,38.09,37.71,37.89,4552694
biib,2015-04-27,401.75,403.45,388.08,389.27,3431994
itw,2016-05-19,102.58,103.3,101.68,102.76,1233806
syf,2015-02-25,32.33,32.59,32.1,32.29,672495
myl,2015-02-18,56.65,56.72,56.04,56.55,1890694
lrcx,2017-05-03,149.55,150.3,148.52,150.08,1937764
eqr,2017-07-17,65.47,66.415,65.27,66.25,1212197
anss,2017-06-07,128.93,129.26,127.74,128.34,489142
unp,2015-02-19,122.85,123.82,121.84,121.96,2600707
pcln,2017-09-27,1831.53,1834.77,1814.11,1818.99,440970
lb,2014-08-29,64.04,64.24,63.71,63.85,910408
txn,2017-10-27,95.94,97.56,95.71,97.5,5725272
txt,2015-05-08,45.21,45.45,45.0,45.19,1781508
k,2017-11-10,63.04,65.19,62.91,64.7,6215498
amt,2015-06-30,93.65,93.83,92.97,93.29,2034214
cmcsa,2015-12-16,29.12,29.4325,28.91,29.35,33482138
pnr,2016-05-05,57.32,57.606,56.72,56.9,1037743
ibm,2014-02-14,181.26,184.43,180.99,183.69,4665873
mac,2015-05-12,81.37,81.86,80.84,81.8,1388424
dfs,2014-07-18,64.25,64.25,63.46,63.81,2338921
aep,2016-09-02,64.57,65.37,64.48,65.24,2209510
trip,2014-03-14,102.82,105.29,102.23,102.95,1621314
alle,2014-06-02,52.77,52.77,52.04,52.07,646459
ice,2017-11-28,68.08,69.44,67.69,69.35,2729552
cah,2015-04-22,90.46,91.62,90.31,91.5,1788974
kss,2017-09-22,44.98,46.12,44.74,46.07,3784632
whr,2014-05-05,152.01,153.78,151.0401,152.49,487114
eqt,2017-05-31,55.29,55.73,54.73,55.27,2615850
utx,2017-01-25,111.87,112.51,108.78,110.96,5054022
ctsh,2016-12-15,56.3,57.0,56.0,56.8,3865519
aiv,2017-04-18,44.54,44.85,44.49,44.72,1543465
adbe,2015-07-22,81.38,81.75,80.651,80.73,2601230
vno,2016-01-20,90.24,90.87,86.73,88.44,1255000
ma,2014-07-30,76.07,76.29,75.45,75.91,5521809
etfc,2015-04-29,28.43,29.26,28.31,29.2,4232498
bax,2016-10-26,49.13,49.19,47.3,47.44,6697618
m,2015-12-31,35.27,35.55,34.95,34.98,4673398
pnw,2015-05-20,60.82,61.47,60.66,60.96,604209
tel,2015-08-19,62.12,62.9,61.62,62.38,1628040
aee,2016-08-31,49.33,49.52,49.15,49.42,1449413
jwn,2015-02-19,78.28,78.63,76.82,77.14,3920320
ice,2017-04-04,59.4,59.61,59.11,59.41,2445652
hii,2016-10-17,156.95,159.57,156.76,159.27,273701
cf,2017-10-11,34.5,34.955,33.9499,34.91,5852078
mtd,2015-11-24,337.56,340.52,334.93,340.15,183004
gis,2014-09-25,50.49,50.49,49.93,50.12,4126491
rok,2014-11-14,108.2,110.26,107.7,110.12,960728
rcl,2015-08-31,88.1,88.94,87.46,88.16,1630733
xray,2017-12-05,65.79,66.2599,65.47,65.61,1509488
tap,2015-12-30,95.02,95.034,94.19,94.54,808057
nbl,2015-03-31,48.26,49.72,48.23,48.9,4132257
vrsk,2014-10-01,60.68,60.81,59.97,60.11,617680
hsic,2016-08-08,83.47,83.765,82.55,83.01,1867950
a,2017-11-02,68.08,68.38,67.81,68.13,1856865
pbct,2016-07-05,14.46,14.55,14.22,14.39,4373533
hsic,2016-07-19,90.305,90.6264,89.66,90.255,492678
mas,2016-01-11,25.57,25.82,24.87,25.15,7066470
jnpr,2014-04-23,25.4,25.41,24.45,24.86,18234573
ea,2015-03-18,54.23,55.79,54.02,55.625,7022988
ci,2016-04-25,141.5,141.77,140.24,140.25,788268
msft,2014-03-10,37.99,38.01,37.72,37.82,19007850
dhr,2017-05-30,84.19,84.95,83.91,84.81,2426407
ntrs,2017-09-07,86.86,87.24,85.82,86.84,2000920
gpn,2015-08-17,58.16,58.7875,57.75,58.61,654836
blk,2017-06-23,424.35,426.13,420.26,421.62,811765
mar,2014-07-07,65.5,65.88,65.36,65.87,1488158
nlsn,2015-10-30,47.78,48.23,47.31,47.51,2010559
lnc,2017-10-23,75.75,76.32,75.245,75.62,1105581
ice,2016-08-15,55.934,56.064,55.732,56.004,2393630
mkc,2016-09-06,101.86,102.22,101.28,101.98,345698
nfx,2014-01-14,25.18,25.4,24.43,25.0,3563878
brk.b,2014-11-28,148.55,149.49,148.37,148.69,2282000
etn,2015-04-30,68.41,69.41,68.25,68.73,3521370
amt,2017-11-15,149.55,149.84,146.8,148.93,1631512
adp,2015-03-02,88.88,90.23,88.58,90.18,1771365
gm,2014-05-07,34.96,35.11,34.61,35.07,9271172
luv,2014-07-17,27.59,27.99,27.58,27.81,4957126
jci,2016-08-22,46.9005,47.068,46.2932,46.4293,2831819
cl,2014-02-21,61.96,62.535,61.53,61.56,3166713
omc,2015-07-27,71.59,72.0,70.98,71.47,1662247
vrsk,2014-02-26,67.18,67.48,63.71,63.78,1278489
rmd,2016-01-20,53.0,54.11,52.37,53.76,2601530
wmt,2014-01-24,74.73,75.12,74.23,74.42,9455979
amg,2016-05-24,166.16,171.63,166.16,170.66,514941
mco,2017-11-21,149.0,149.63,148.77,149.46,804906
px,2017-10-12,140.53,141.98,140.35,141.87,880849
aal,2014-06-24,44.14,44.61,42.76,43.179,13252583
adm,2014-01-27,39.88,40.17,39.28,39.36,5665785
googl,2016-01-14,724.44,739.89,705.0,731.39,2777868
nvda,2014-10-27,18.47,18.56,18.27,18.49,3627782
gpn,2016-04-29,72.65,73.08,71.67,72.18,2355872
syf,2017-04-05,34.24,34.36,33.14,33.26,5021029
ibm,2017-04-19,161.76,162.64,159.6,161.69,19284284
chd,2017-03-06,49.53,49.97,49.48,49.67,1897730
aee,2017-03-28,55.94,56.44,54.89,55.31,5066720
lrcx,2017-06-05,158.89,160.4975,158.07,160.29,1820294
mmm,2017-11-02,230.24,232.8,229.55,232.23,1609484
frt,2017-07-21,130.86,131.21,129.15,130.48,326577
ual,2015-12-31,57.23,57.5,56.72,57.3,3516041
sbac,2014-04-04,90.58,90.78,87.03,88.14,2976690
hst,2017-10-30,19.43,19.51,19.26,19.3,7293120
tjx,2015-12-10,71.03,72.22,70.84,71.48,3412576
hii,2015-09-21,112.6,112.6,110.34,110.83,280567
nsc,2015-06-26,89.09,89.63,88.5101,88.87,2984684
ph,2016-02-22,101.3,102.87,100.71,102.77,1335041
vlo,2014-04-01,53.59,55.755,53.48,55.51,8715395
rop,2017-02-13,205.91,207.38,204.63,205.74,573482
vrtx,2015-10-19,113.43,117.58,112.7572,115.88,1894538
pnw,2017-08-31,90.09,90.26,89.86,89.97,559309
bbt,2015-07-07,40.37,40.45,39.65,40.34,5020791
ilmn,2014-03-21,158.89,162.355,152.6,152.6,4519408
cbg,2014-08-13,30.83,31.17,30.8,31.08,1546671
mos,2015-05-14,45.54,45.63,45.12,45.56,3187377
stx,2016-06-10,23.79,23.93,23.11,23.14,5599269
eqr,2014-12-26,73.22,73.89,73.22,73.59,696067
aon,2015-06-11,102.41,103.3,102.26,103.19,942589
chrw,2015-05-15,64.55,65.0899,64.26,64.52,1043532
luv,2017-12-05,62.2,62.3,61.22,61.72,4509003
phm,2014-07-31,17.98,17.98,17.51,17.65,7394423
hum,2016-08-29,177.33,178.96,176.75,176.93,529350
aiz,2017-08-25,98.48,98.63,97.5,98.49,284003
aet,2017-01-05,124.25,126.25,124.25,124.51,2566374
nue,2016-06-13,50.73,50.85,49.965,49.98,2994660
luk,2015-11-17,18.42,18.53,18.04,18.11,2136473
fdx,2015-04-27,170.36,170.61,168.86,169.03,1472490
fls,2016-08-12,47.73,47.74,47.25,47.49,567900
frt,2015-05-26,134.46,135.345,133.8,134.55,444177
prgo,2014-08-14,145.41,149.77,145.15,149.29,2593036
rok,2016-07-11,116.47,118.0,116.15,117.51,890315
abbv,2014-07-15,54.52,54.69,53.39,53.44,16796769
bax,2015-06-25,71.3,72.54,71.15,72.34,9423492
jnpr,2015-11-05,31.69,31.8,31.26,31.4,3123985
ggp,2014-03-24,21.89,21.916,21.47,21.49,5176145
tif,2014-09-11,100.68,101.22,100.44,101.18,611492
cvs,2017-06-21,78.0,79.07,77.75,78.16,4777375
v,2014-10-07,52.7025,52.7725,51.9625,52.0125,8950228
cvs,2014-06-05,77.89,78.86,77.67,78.62,3309837
abt,2017-12-06,54.87,55.112,54.32,54.66,7828595
amp,2014-11-11,130.25,130.81,130.084,130.36,801067
unp,2017-03-01,109.04,110.65,109.04,110.11,4064942
duk,2014-06-13,70.43,70.99,70.05,70.83,2599858
mck,2014-01-10,175.63,175.86,174.32,175.44,1180767
cma,2014-11-26,48.54,48.84,48.43,48.55,688056
bf.b,2014-05-16,45.195,46.135,45.17,46.07,630260
lb,2017-06-07,50.34,51.24,50.17,51.17,2314748
amat,2016-04-21,21.09,21.24,20.85,20.945,8925869
hp,2016-05-03,61.84,62.27,60.64,61.68,2731657
ci,2014-10-23,92.53,93.11,92.03,92.27,874498
hrs,2017-02-15,107.47,108.09,107.11,107.32,1004509
alxn,2015-08-12,185.13,191.38,182.3,191.01,1815536
ups,2017-03-15,107.29,108.29,106.85,107.74,3253779
cag,2014-04-25,31.08,31.16,30.9,31.0,1833084
wfc,2015-02-26,55.22,55.35,54.96,55.15,13579108
dhr,2016-09-23,77.45,77.83,77.34,77.59,2796870
cvs,2016-07-25,95.75,96.22,93.73,94.04,7405196
scg,2017-06-12,68.84,69.28,68.28,69.11,1565946
ctsh,2014-04-11,47.68,48.491,47.27,47.31,2770108
ice,2017-03-09,59.53,60.45,59.46,60.06,5102383
l,2017-08-28,47.47,47.47,46.75,46.9,613316
aep,2017-06-21,72.6,72.97,72.2,72.4,6134947
nlsn,2017-10-06,40.95,41.16,40.85,41.15,1463472
aig,2017-03-07,63.69,63.76,62.655,63.45,8145609
wy,2015-10-13,28.55,29.12,28.54,28.88,3022538
nlsn,2014-06-05,47.29,47.49,47.22,47.4,1778134
hum,2014-10-03,128.09,129.57,127.47,128.92,982641
axp,2015-08-12,80.72,81.09,79.8001,81.0,6994329
syf,2017-05-09,28.44,28.53,28.02,28.1,8665684
ups,2014-01-21,100.46,100.59,97.54,98.57,5784928
luk,2016-06-08,17.95,18.15,17.82,18.01,1985581
afl,2014-07-03,62.85,63.55,62.75,63.29,1188340
var,2017-01-18,90.3,90.3,88.89,89.78,801152
zts,2016-02-04,41.15,41.95,40.93,41.54,3949771
are,2016-12-30,110.66,112.25,110.24,111.13,553141
amzn,2014-10-01,322.04,322.165,315.55,317.46,3096735
ntrs,2015-10-19,68.71,69.08,68.26,68.34,1487233
tmk,2016-09-29,63.82,64.05,62.97,63.23,374679
cl,2014-08-25,64.92,65.14,64.72,64.87,1556844
disca,2016-06-09,27.87,27.89,27.21,27.33,2757851
gt,2016-06-10,27.44,27.78,27.25,27.42,3331700
idxx,2014-08-13,63.42,64.0675,63.31,63.7925,524028
aig,2017-11-20,60.0,60.02,59.3,59.69,6349145
ma,2016-11-17,104.4,105.25,103.74,104.45,3096822
exc,2017-11-07,40.73,41.49,40.66,41.27,4183768
etfc,2016-10-18,28.56,28.69,28.325,28.42,2244930
gd,2017-04-19,187.84,188.24,187.03,187.75,1239830
dal,2014-02-24,31.92,32.7299,31.84,32.45,11242179
iqv,2014-01-13,48.66,49.93,48.4801,49.16,687778
orcl,2017-03-13,42.75,42.78,42.525,42.58,12440837
aig,2016-02-22,52.05,52.26,51.82,52.1,7219862
dhr,2016-08-22,80.79,80.98,80.53,80.93,1875081
phm,2015-11-03,18.32,18.68,18.11,18.46,5595177
nfx,2016-08-05,45.38,45.74,44.34,45.28,3671211
vz,2015-12-22,46.2,46.46,45.85,46.34,11181513
vtr,2016-01-22,54.78,56.35,54.43,55.5,3808712
wfc,2017-11-22,54.46,54.62,54.025,54.06,11421659
cmi,2014-05-21,147.88,149.03,147.07,148.99,728008
ph,2015-10-21,102.5,104.63,101.45,101.75,1989080
uaa,2017-01-27,29.13,29.37,28.81,29.13,2408741
nsc,2015-04-17,99.4,100.8,99.3,100.65,2682572
txt,2017-12-14,54.65,54.91,54.25,54.38,823903
iff,2014-06-26,103.68,103.855,102.8,103.51,192720
wy,2017-08-30,31.49,31.78,31.35,31.75,2417418
aig,2016-10-04,58.82,59.26,58.62,59.08,5990138
vlo,2015-07-06,64.14,65.7,63.6,65.34,7291301
wat,2016-08-24,161.66,162.32,157.716,157.99,736676
dri,2014-10-08,49.71,50.1,49.235,49.99,2129004
ftv,2017-05-05,62.86,63.16,62.48,63.14,595382
v,2014-10-10,51.9725,52.3925,51.245,51.245,11750448
gild,2014-10-28,113.25,114.13,112.26,113.45,16128673
cvs,2016-01-26,94.13,94.51,93.42,94.04,4528963
irm,2014-05-30,30.99,31.15,30.89,31.14,1499815
lnc,2015-06-29,59.31,60.13,58.62,58.65,1835032
intc,2017-07-07,33.7,34.12,33.7,33.88,18304460
cost,2016-03-14,152.26,153.3,151.65,152.67,1218407
orcl,2017-10-09,48.36,48.58,48.17,48.36,10173049
kmx,2015-07-27,63.05,63.17,61.625,61.96,2074699
ip,2014-02-13,48.29,49.21,48.27,49.1,2839371
a,2017-12-13,67.23,67.66,66.64,66.68,1684618
xl,2016-11-23,37.09,37.12,36.81,37.01,1210773
googl,2014-10-21,537.27,538.77,530.2,538.03,2460140
apd,2015-04-27,149.95,152.18,148.69,151.06,2014973
nlsn,2017-11-01,37.18,37.225,36.065,36.16,3434539
tap,2015-08-31,67.05,68.775,67.03,68.09,1813684
apa,2015-03-31,59.86,60.8225,59.75,60.33,2740806
psx,2017-03-28,77.41,78.11,77.085,77.92,2388518
are,2017-04-27,113.65,114.31,112.55,112.96,322015
txn,2015-07-14,49.39,50.0,49.31,49.76,6500064
mnst,2014-12-03,36.4766,36.52,35.2833,35.6533,7138557
sbac,2014-05-13,98.2,100.01,97.99,99.16,1222614
aiv,2014-08-19,33.71,34.02,33.63,33.89,1054908
cvs,2014-03-20,73.36,74.12,73.26,73.99,3550534
amzn,2014-02-12,356.43,357.75,346.32,349.25,6599199
stt,2014-10-09,71.82,72.084,69.1,69.11,4754223
ko,2014-07-01,42.39,42.45,42.15,42.29,11497697
pvh,2016-08-11,101.94,103.905,99.75,103.05,1540573
